city,state_id,lat,lng,population,density,id
Medford,MA,42.4234,-71.1087,57213,2726,1020
Malden,MA,42.4305,-71.0576,60840,4657,1021
Cambridge,MA,42.3758,-71.1184,110651,6686,1022
Waltham,MA,42.3889,-71.2423,63002,1910,1023
Lowell,MA,42.6389,-71.3217,110558,3142,1024
Everett,MA,42.4064,-71.0544,46340,5223,1025
Albany,NY,42.6664,-73.7987,596419,1771,1026
Peabody,MA,42.5335,-70.9724,52491,1250,1027
Salem,MA,42.513,-70.9021,43132,2011,1028
Lynn,MA,42.4778,-70.9662,92697,3332,1029
Lawrence,MA,42.7003,-71.1626,80209,4471,1030
Schenectady,NY,42.8025,-73.9276,64913,2322,1031
Buffalo,NY,42.9016,-78.8487,920136,2456,1032
Syracuse,NY,43.0409,-76.1438,407208,2210,1033
Wyoming,MI,42.8909,-85.7067,75567,1185,1034
Rochester,NY,43.1681,-77.6162,714852,2253,1035
Niagara Falls,NY,43.0921,-79.0147,48632,1333,1036
Saratoga Springs,NY,43.0674,-73.7775,66945,381,1037
Glens Falls,NY,43.3109,-73.6459,63793,1436,1038
Portland,ME,43.6772,-70.2713,206193,1199,1039
Lewiston,ME,44.0915,-70.1681,58664,408,1040
Bangor,ME,44.8322,-68.7906,59259,360,1041
Fargo,ND,46.8654,-96.829,202146,952,1042
Grand Forks,ND,47.912,-97.0751,66487,1097,1043
Minot,ND,48.2375,-101.2779,50845,700,1044
